Name;V1 No Ventilation;
File;C:\Users\Serafin Kollegger\Desktop\Scope Projekte\Volt1OhneVentilation.csv;
Starttime of export;133601671430170000;Dienstag, 14. Mai 2024;15:32:23.017
Endtime of export;133601672771570000;Dienstag, 14. Mai 2024;15:34:37.157


Name;iTempSens1;iTempSens2;bHeating;rHeating
SampleTime[ms];10;10;10;10
SymbolBased;True;True;True;True
SymbolName;IFC_HW.iTempSens1;IFC_HW.iTempSens2;GVL_VIS.bHeating;GVL_VIS.rHeating
NetID;169.254.41.57.1.1;169.254.41.57.1.1;169.254.41.57.1.1;169.254.41.57.1.1
Port;851;851;851;851

0;2548;2539;0;0
10;2548;2539;0;0
20;2548;2539;0;0
30;2548;2539;0;0
40;2548;2539;0;0
50;2548;2539;0;0
60;2548;2539;0;0
70;2548;2539;0;0
80;2548;2539;0;0
90;2548;2539;0;0
100;2548;2539;0;0
110;2548;2539;0;0
120;2548;2539;0;0
130;2548;2539;0;0
140;2548;2539;0;0
150;2548;2539;0;0
160;2548;2539;0;0
170;2548;2539;0;0
180;2548;2539;0;0
190;2548;2539;0;0
200;2548;2539;0;0
210;2548;2539;0;0
220;2548;2539;0;0
230;2548;2539;0;0
240;2548;2539;0;0
250;2548;2539;0;0
260;2548;2539;0;0
270;2548;2539;0;0
280;2548;2539;0;0
290;2548;2539;0;0
300;2548;2539;0;0
310;2548;2539;0;0
320;2548;2539;0;0
330;2548;2539;0;0
340;2548;2539;0;0
350;2548;2539;0;0
360;2547;2539;0;0
370;2547;2539;0;0
380;2547;2539;0;0
390;2547;2539;0;0
400;2547;2539;0;0
410;2547;2539;0;0
420;2547;2539;0;0
430;2547;2539;0;0
440;2547;2539;0;0
450;2547;2539;0;0
460;2547;2539;0;0
470;2547;2539;0;0
480;2547;2539;0;0
490;2547;2539;0;0
500;2547;2539;0;0
510;2547;2539;0;0
520;2547;2539;0;0
530;2547;2539;0;0
540;2547;2539;0;0
550;2547;2539;0;0
560;2547;2539;0;0
570;2547;2539;0;0
580;2547;2539;0;0
590;2547;2539;0;0
600;2547;2539;0;0
610;2547;2539;0;0
620;2547;2539;0;0
630;2547;2539;0;0
640;2547;2539;0;0
650;2547;2539;0;0
660;2547;2539;0;0
670;2547;2539;0;0
680;2547;2539;0;0
690;2547;2539;0;0
700;2547;2539;0;0
710;2547;2539;0;0
720;2547;2539;0;0
730;2547;2539;0;0
740;2547;2539;0;0
750;2547;2539;0;0
760;2547;2539;0;0
770;2547;2539;0;0
780;2547;2539;0;0
790;2547;2539;0;0
800;2547;2539;0;0
810;2547;2539;0;0
820;2547;2539;0;0
830;2547;2539;0;0
840;2547;2539;0;0
850;2547;2539;0;0
860;2547;2539;0;0
870;2547;2539;0;0
880;2547;2539;0;0
890;2547;2539;0;0
900;2547;2539;0;0
910;2547;2539;0;0
920;2547;2539;0;0
930;2547;2539;0;0
940;2547;2539;0;0
950;2547;2539;0;0
960;2547;2539;0;0
970;2547;2539;0;0
980;2547;2539;0;0
990;2547;2539;0;0
1000;2547;2539;0;0
1010;2547;2539;0;0
1020;2547;2539;0;0
1030;2547;2539;0;0
1040;2547;2539;0;0
1050;2547;2539;0;0
1060;2547;2539;0;0
1070;2547;2539;0;0
1080;2547;2539;0;0
1090;2547;2539;0;0
1100;2547;2539;0;0
1110;2547;2539;0;0
1120;2547;2539;0;0
1130;2547;2539;0;0
1140;2547;2539;0;0
1150;2547;2539;0;0
1160;2547;2539;0;0
1170;2547;2539;0;0
1180;2547;2539;0;0
1190;2547;2539;0;0
1200;2547;2539;0;0
1210;2547;2539;0;0
1220;2547;2539;0;0
1230;2547;2539;0;0
1240;2547;2539;0;0
1250;2547;2539;0;0
1260;2547;2539;0;0
1270;2547;2539;0;0
1280;2547;2539;0;0
1290;2547;2539;0;0
1300;2547;2539;0;0
1310;2547;2539;0;0
1320;2547;2539;0;0
1330;2547;2539;0;0
1340;2548;2539;0;0
1350;2548;2539;0;0
1360;2548;2539;0;0
1370;2548;2539;0;0
1380;2548;2539;0;0
1390;2548;2539;0;0
1400;2548;2539;0;0
1410;2548;2539;0;0
1420;2548;2539;0;0
1430;2548;2539;0;0
1440;2548;2539;0;0
1450;2548;2539;0;0
1460;2548;2539;0;0
1470;2548;2539;0;0
1480;2548;2539;0;0
1490;2548;2539;0;0
1500;2548;2539;0;0
1510;2548;2539;0;0
1520;2548;2539;0;0
1530;2548;2539;0;0
1540;2548;2539;0;0
1550;2548;2539;0;0
1560;2548;2539;0;0
1570;2548;2539;0;0
1580;2548;2539;0;0
1590;2548;2539;0;0
1600;2548;2539;0;0
1610;2548;2539;0;0
1620;2548;2539;0;0
1630;2548;2539;0;0
1640;2548;2539;0;0
1650;2548;2539;0;0
1660;2548;2539;0;0
1670;2548;2539;0;0
1680;2548;2539;0;0
1690;2548;2539;0;0
1700;2548;2539;0;0
1710;2548;2539;0;0
1720;2548;2539;0;0
1730;2548;2539;0;0
1740;2548;2539;0;0
1750;2548;2539;0;0
1760;2548;2539;0;0
1770;2548;2539;0;0
1780;2548;2539;0;0
1790;2548;2539;0;0
1800;2548;2539;0;0
1810;2548;2539;0;0
1820;2548;2539;0;0
1830;2548;2539;0;0
1840;2548;2539;0;0
1850;2548;2539;0;0
1860;2548;2539;0;0
1870;2548;2539;0;0
1880;2548;2539;0;0
1890;2548;2539;0;0
1900;2548;2539;0;0
1910;2548;2539;0;0
1920;2548;2539;0;0
1930;2548;2539;0;0
1940;2548;2539;0;0
1950;2548;2539;0;0
1960;2548;2539;0;0
1970;2548;2539;0;0
1980;2548;2539;0;0
1990;2548;2539;0;0
2000;2548;2539;0;0
2010;2548;2539;0;0
2020;2548;2539;0;0
2030;2548;2539;0;0
2040;2548;2539;0;0
2050;2548;2539;0;0
2060;2548;2539;0;0
2070;2548;2539;0;0
2080;2548;2539;0;0
2090;2548;2539;0;0
2100;2548;2539;0;0
2110;2548;2539;0;0
2120;2548;2539;0;0
2130;2548;2539;0;0
2140;2548;2539;0;0
2150;2548;2539;0;0
2160;2548;2539;0;0
2170;2548;2539;0;0
2180;2548;2539;0;0
2190;2548;2539;0;0
2200;2548;2539;0;0
2210;2548;2539;0;0
2220;2548;2539;0;0
2230;2548;2539;0;0
2240;2548;2539;0;0
2250;2548;2539;0;0
2260;2548;2539;0;0
2270;2548;2539;0;0
2280;2548;2539;0;0
2290;2548;2539;0;0
2300;2548;2539;0;0
2310;2548;2539;0;0
2320;2548;2539;0;0
2330;2547;2539;0;0
2340;2547;2539;0;0
2350;2547;2539;0;0
2360;2547;2539;0;0
2370;2547;2539;0;0
2380;2547;2539;0;0
2390;2547;2539;0;0
2400;2547;2539;0;0
2410;2547;2539;0;0
2420;2547;2539;0;0
2430;2547;2539;0;0
2440;2547;2539;0;0
2450;2547;2539;0;0
2460;2547;2539;0;0
2470;2547;2539;0;0
2480;2547;2539;0;0
2490;2547;2539;0;0
2500;2547;2539;0;0
2510;2547;2539;0;0
2520;2547;2539;0;0
2530;2547;2539;0;0
2540;2547;2539;0;0
2550;2547;2539;0;0
2560;2547;2539;0;0
2570;2547;2539;0;0
2580;2547;2539;0;0
2590;2547;2539;0;0
2600;2547;2539;0;0
2610;2547;2539;0;0
2620;2547;2539;0;0
2630;2547;2539;0;0
2640;2547;2539;0;0
2650;2547;2539;0;0
2660;2547;2539;0;0
2670;2547;2539;0;0
2680;2547;2539;0;0
2690;2547;2539;0;0
